s814
    1.000000     -0.1562500E-02
   0.9990506     -0.1330908E-02
   0.9980389     -0.1087118E-02
   0.9969608     -0.8307154E-03
   0.9958120     -0.5613122E-03
   0.9945876     -0.2785502E-03
   0.9932827      0.1788726E-04
   0.9918920      0.3282647E-03
   0.9904098      0.6527821E-03
   0.9888299      0.9915599E-03
   0.9871459      0.1344623E-02
   0.9853508      0.1711880E-02
   0.9834374      0.2093104E-02
   0.9813975      0.2487905E-02
   0.9792230      0.2895705E-02
   0.9769047      0.3315704E-02
   0.9744331      0.3746847E-02
   0.9717982      0.4187785E-02
   0.9689889      0.4636829E-02
   0.9659938      0.5091910E-02
   0.9628006      0.5550520E-02
   0.9593961      0.6009660E-02
   0.9557664      0.6465785E-02
   0.9518970      0.6914737E-02
   0.9477718      0.7351683E-02
   0.9433745      0.7771050E-02
   0.9386873      0.8166461E-02
   0.9336915      0.8530672E-02
   0.9283674      0.8855511E-02
   0.9226941      0.9131835E-02
   0.9166495      0.9349477E-02
   0.9102103      0.9497227E-02
   0.9033519      0.9562816E-02
   0.8960483      0.9532920E-02
   0.8882720      0.9393184E-02
   0.8799942      0.9128269E-02
   0.8711842      0.8721907E-02
   0.8618097      0.8156988E-02
   0.8518365      0.7415635E-02
   0.8412282      0.6479290E-02
   0.8306331      0.5403152E-02
   0.8200519      0.4198324E-02
   0.8094848      0.2875009E-02
   0.7989320      0.1442502E-02
   0.7883934     -0.9079830E-04
   0.7778687     -0.1717364E-02
   0.7673578     -0.3430502E-02
   0.7568603     -0.5224308E-02
   0.7463760     -0.7093616E-02
   0.7359047     -0.9033954E-02
   0.7254460     -0.1104148E-01
   0.7149997     -0.1311292E-01
   0.7045658     -0.1524554E-01
   0.6941441     -0.1743706E-01
   0.6837346     -0.1968561E-01
   0.6733372     -0.2198970E-01
   0.6629520     -0.2434809E-01
   0.6525790     -0.2675986E-01
   0.6422185     -0.2922424E-01
   0.6318704     -0.3174063E-01
   0.6215350     -0.3430852E-01
   0.6112124     -0.3692746E-01
   0.6009028     -0.3959699E-01
   0.5906063     -0.4231661E-01
   0.5803229     -0.4508570E-01
   0.5700529     -0.4790352E-01
   0.5597960     -0.5076909E-01
   0.5495523     -0.5368123E-01
   0.5393214     -0.5663840E-01
   0.5291032     -0.5963876E-01
   0.5188970     -0.6268001E-01
   0.5087023     -0.6575941E-01
   0.4985182     -0.6887369E-01
   0.4883436     -0.7201900E-01
   0.4781773     -0.7519086E-01
   0.4680177     -0.7838404E-01
   0.4578629     -0.8159257E-01
   0.4477107     -0.8480963E-01
   0.4375589     -0.8802748E-01
   0.4274045     -0.9123736E-01
   0.4172445     -0.9442948E-01
   0.4070755     -0.9759286E-01
   0.3968939     -0.1007153    
   0.3866958     -0.1037833    
   0.3764771     -0.1067819    
   0.3662336     -0.1096948    
   0.3559612     -0.1125041    
   0.3456559     -0.1151903    
   0.3353143     -0.1177326    
   0.3249332     -0.1201085    
   0.3145105     -0.1222944    
   0.3040451     -0.1242655    
   0.2935373     -0.1259961    
   0.2829891     -0.1274606    
   0.2724046     -0.1286332    
   0.2617898     -0.1294893    
   0.2511532     -0.1300061    
   0.2405052     -0.1301632    
   0.2298584     -0.1299436    
   0.2192269     -0.1293343    
   0.2086256     -0.1283270    
   0.1980703     -0.1269177    
   0.1875763     -0.1251073    
   0.1771583     -0.1229012    
   0.1668297     -0.1203082    
   0.1566026     -0.1173404    
   0.1464871     -0.1140118    
   0.1364917     -0.1103379    
   0.1266236     -0.1063348    
   0.1168885     -0.1020182    
   0.1078369     -0.9767504E-01
   0.9941895E-01 -0.9334779E-01
   0.9158850E-01 -0.8906897E-01
   0.8430282E-01 -0.8486322E-01
   0.7752264E-01 -0.8074880E-01
   0.7121195E-01 -0.7673885E-01
   0.6533776E-01 -0.7284252E-01
   0.5986986E-01 -0.6906576E-01
   0.5478055E-01 -0.6541208E-01
   0.5004442E-01 -0.6188299E-01
   0.4563812E-01 -0.5847853E-01
   0.4154018E-01 -0.5519760E-01
   0.3773084E-01 -0.5203819E-01
   0.3419187E-01 -0.4899768E-01
   0.3090646E-01 -0.4607294E-01
   0.2785905E-01 -0.4326054E-01
   0.2503526E-01 -0.4055683E-01
   0.2242180E-01 -0.3795800E-01
   0.2000631E-01 -0.3546024E-01
   0.1777737E-01 -0.3305973E-01
   0.1572436E-01 -0.3075270E-01
   0.1383743E-01 -0.2853548E-01
   0.1210740E-01 -0.2640456E-01
   0.1052575E-01 -0.2435655E-01
   0.9084522E-02 -0.2238827E-01
   0.7776284E-02 -0.2049674E-01
