naca63-418
    1.000000     -0.1000000E-02
   0.9959261     -0.6303203E-03
   0.9909794     -0.2211634E-03
   0.9857756      0.1624648E-03
   0.9803290      0.5129451E-03
   0.9746584      0.8228775E-03
   0.9687846      0.1085534E-02
   0.9627302      0.1295064E-02
   0.9565163      0.1446731E-02
   0.9501638      0.1536875E-02
   0.9436904      0.1562931E-02
   0.9371119      0.1523294E-02
   0.9304409      0.1417163E-02
   0.9236885      0.1244431E-02
   0.9168636      0.1005534E-02
   0.9099725      0.7013168E-03
   0.9030216      0.3329986E-03
   0.8960146     -0.9798912E-04
   0.8889554     -0.5900013E-03
   0.8818465     -0.1141243E-02
   0.8746903     -0.1749815E-02
   0.8674886     -0.2413731E-02
   0.8602432     -0.3130902E-02
   0.8529553     -0.3899277E-02
   0.8456262     -0.4716686E-02
   0.8382569     -0.5580968E-02
   0.8308488     -0.6489960E-02
   0.8234023     -0.7441467E-02
   0.8159189     -0.8433289E-02
   0.8083992     -0.9463251E-02
   0.8008441     -0.1052916E-01
   0.7932547     -0.1162885E-01
   0.7856315     -0.1276018E-01
   0.7779754     -0.1392100E-01
   0.7702876     -0.1510911E-01
   0.7625685     -0.1632249E-01
   0.7548191     -0.1755903E-01
   0.7470406     -0.1881655E-01
   0.7392339     -0.2009303E-01
   0.7314003     -0.2138627E-01
   0.7235411     -0.2269426E-01
   0.7156586     -0.2401474E-01
   0.7077547     -0.2534551E-01
   0.6998330     -0.2668422E-01
   0.6918976     -0.2802830E-01
   0.6839539     -0.2937512E-01
   0.6760097     -0.3072163E-01
   0.6680711     -0.3206512E-01
   0.6601428     -0.3340320E-01
   0.6522275     -0.3473382E-01
   0.6443271     -0.3605520E-01
   0.6364426     -0.3736571E-01
   0.6285744     -0.3866396E-01
   0.6207231     -0.3994851E-01
   0.6128883     -0.4121811E-01
   0.6050699     -0.4247161E-01
   0.5972677     -0.4370781E-01
   0.5894812     -0.4492566E-01
   0.5817098     -0.4612418E-01
   0.5739535     -0.4730228E-01
   0.5662115     -0.4845908E-01
   0.5584834     -0.4959362E-01
   0.5507687     -0.5070499E-01
   0.5430672     -0.5179236E-01
   0.5353785     -0.5285481E-01
   0.5277020     -0.5389153E-01
   0.5200375     -0.5490172E-01
   0.5123847     -0.5588460E-01
   0.5047432     -0.5683941E-01
   0.4971126     -0.5776535E-01
   0.4894928     -0.5866175E-01
   0.4818834     -0.5952786E-01
   0.4742841     -0.6036299E-01
   0.4666949     -0.6116647E-01
   0.4591153     -0.6193762E-01
   0.4515454     -0.6267579E-01
   0.4439847     -0.6338033E-01
   0.4364334     -0.6405067E-01
   0.4288908     -0.6468617E-01
   0.4213574     -0.6528623E-01
   0.4138327     -0.6585032E-01
   0.4063168     -0.6637779E-01
   0.3988093     -0.6686816E-01
   0.3913105     -0.6732088E-01
   0.3838201     -0.6773540E-01
   0.3763381     -0.6811124E-01
   0.3688647     -0.6844784E-01
   0.3613997     -0.6874480E-01
   0.3539431     -0.6900158E-01
   0.3464950     -0.6921770E-01
   0.3390555     -0.6939270E-01
   0.3316246     -0.6952622E-01
   0.3242027     -0.6961773E-01
   0.3167896     -0.6966681E-01
   0.3093856     -0.6967310E-01
   0.3019908     -0.6963614E-01
   0.2946056     -0.6955555E-01
   0.2872303     -0.6943090E-01
   0.2798651     -0.6926186E-01
   0.2725104     -0.6904800E-01
   0.2651666     -0.6878898E-01
   0.2578345     -0.6848442E-01
   0.2505145     -0.6813395E-01
   0.2432075     -0.6773728E-01
   0.2359143     -0.6729402E-01
   0.2286361     -0.6680384E-01
   0.2213740     -0.6626645E-01
   0.2141296     -0.6568158E-01
   0.2069042     -0.6504891E-01
   0.1997000     -0.6436826E-01
   0.1925193     -0.6363938E-01
   0.1853652     -0.6286218E-01
   0.1782411     -0.6203664E-01
   0.1711513     -0.6116280E-01
   0.1641006     -0.6024085E-01
   0.1570951     -0.5927118E-01
   0.1501420     -0.5825445E-01
   0.1432500     -0.5719160E-01
   0.1364293     -0.5608397E-01
   0.1296919     -0.5493337E-01
   0.1230516     -0.5374217E-01
   0.1165243     -0.5251343E-01
   0.1101280     -0.5125096E-01
   0.1038815     -0.4995928E-01
   0.9780523E-01 -0.4864374E-01
   0.9191954E-01 -0.4731028E-01
   0.8624388E-01 -0.4596534E-01
   0.8079617E-01 -0.4461571E-01
   0.7559077E-01 -0.4326794E-01
   0.7063858E-01 -0.4192832E-01
   0.6594592E-01 -0.4060246E-01
   0.6151449E-01 -0.3929502E-01
   0.5734168E-01 -0.3800968E-01
   0.5342117E-01 -0.3674905E-01
   0.4974355E-01 -0.3551469E-01
   0.4629739E-01 -0.3430733E-01
   0.4306977E-01 -0.3312692E-01
   0.4004714E-01 -0.3197282E-01
   0.3721566E-01 -0.3084383E-01
   0.3456188E-01 -0.2973852E-01
   0.3207292E-01 -0.2865515E-01
   0.2973662E-01 -0.2759194E-01
   0.2754186E-01 -0.2654701E-01
   0.2547819E-01 -0.2551839E-01
   0.2353616E-01 -0.2450420E-01
   0.2170743E-01 -0.2350263E-01
   0.1998408E-01 -0.2251180E-01
   0.1835948E-01 -0.2153014E-01
   0.1682731E-01 -0.2055588E-01
   0.1538238E-01 -0.1958772E-01
   0.1401977E-01 -0.1862415E-01
   0.1273538E-01 -0.1766403E-01
   0.1152542E-01 -0.1670620E-01
   0.1038672E-01 -0.1574969E-01
   0.9316534E-02 -0.1479388E-01
   0.8312184E-02 -0.1383787E-01
   0.7371693E-02 -0.1288147E-01
   0.6493068E-02 -0.1192438E-01
   0.5674549E-02 -0.1096649E-01
   0.4914645E-02 -0.1000809E-01
   0.4211748E-02 -0.9049539E-02
   0.3564537E-02 -0.8091588E-02
   0.2971485E-02 -0.7134805E-02
   0.2431174E-02 -0.6180182E-02
   0.1942187E-02 -0.5228600E-02
   0.1503048E-02 -0.4281237E-02
   0.1111817E-02 -0.3339285E-02
   0.7667607E-03 -0.2404128E-02
   0.4665679E-03 -0.1476702E-02
   0.2110608E-03 -0.5575727E-03
   0.2408851E-06  0.3523176E-03
  -0.1657262E-03  0.1252181E-02
  -0.2848581E-03  0.2141108E-02
  -0.3546326E-03  0.3018529E-02
  -0.3729166E-03  0.3881547E-02
  -0.3423876E-03  0.4746335E-02
